88430,1
88431,1
88432,0
88433,0
88434,0
88435,1
88436,0
88437,0
88438,1
88439,1
88440,1
88441,1
88442,0
88443,1
88444,1
88445,0
88446,0
88447,1
88448,1
88449,0
88450,0
88451,1
88452,1
88453,0
88454,0
88455,0
88456,0
88457,1
88458,0
88459,1
88460,0
88461,0
88462,0
88463,1
88464,0
88465,1
88466,1
88467,1
88468,1
88469,1
88470,0
88471,1
88472,1
88473,1
88474,1
88475,0
88476,0
88477,1
88478,0
88479,0
88480,0
88481,1
88482,0
88483,0
88484,1
88485,0
88486,0
88487,0
88488,1
88489,1
88490,0
88492,1
88493,1
88494,0
88495,0
88497,0
88498,1
88499,1
88500,0
88501,0
88502,1
88503,0
88504,0
88505,1
88507,0
88508,1
88509,0
88510,0
88511,0
88512,1
88513,1
88514,0
88515,1
88516,1
88517,0
88518,0
88519,1
88520,1
88521,0
88522,0
88523,1
88524,0
88526,1
88527,1
88530,0
88531,0
88532,0
88533,0
88534,1
88535,1
88536,1
88537,0
88538,0
88539,1
88540,0
88541,1
88542,0
88543,0
88544,1
88545,1
88546,1
88547,1
88548,0
88549,0
88550,0
88551,1
88552,1
88553,1
88554,1
88555,0
88556,1
88557,1
88558,0
88559,1
88560,0
88561,1
88562,0
88563,0
88564,1
88565,1
88566,1
88567,0
88568,1
88569,0
88570,0
88571,1
88572,1
88573,0
88574,0
88575,0
88576,1
88577,0
88578,0
88579,1
88580,0
88581,1
88582,0
88583,1
88584,1
88585,1
88586,1
88587,0
88588,0
88589,0
88590,1
88591,0
88592,0
88593,0
88594,1
88595,0
88596,1
88597,1
88598,1
88599,1
88600,0
88601,1
88602,1
88603,1
88604,1
88605,0
88606,0
88607,1
88608,1
88610,0
88611,1
88612,0
88613,0
88614,1
88615,0
88616,0
88617,1
88618,0
88619,1
88620,1
88621,1
88622,1
88623,1
88624,1
88625,1
88626,1
88627,1
88628,1
88629,1
88630,1
88631,0
88632,0
88633,0
88634,0
88636,1
88638,0
88639,1
88640,0
88641,1
88642,1
88643,0
88644,0
88645,1
88646,0
88647,1
88648,1
88650,0
88651,1
88652,1
88653,1
88654,0
88655,1
88656,1
88657,0
88658,1
88659,0
88660,1
88661,0
88662,0
88663,0
88664,1
88665,0
88666,1
88667,1
88668,1
88669,1
88670,1
88671,1
88672,0
88673,0
88674,1
88675,1
88676,1
88677,1
88679,0
88680,0
88681,0
88682,0
88683,0
88684,0
88685,0
88686,0
88687,1
88688,0
88689,0
88691,0
88692,0
88693,0
88694,0
88695,1
88696,1
88697,0
88698,0
88699,1
88700,0
88701,1
88702,1
88703,0
88704,1
88705,1
88706,0
88707,1
88708,1
88709,0
88710,1
88711,0
88712,1
88713,0
88714,0
88715,1
88716,1
88717,0
88718,1
88719,1
88720,0
88721,0
88722,1
88723,1
88724,1
88725,0
88726,0
88727,1
88728,0
88729,0
88730,1
88731,0
88732,0
88733,1
88734,1
88735,1
88736,0
88737,1
88738,0
88739,0
88740,0
88741,0
88742,0
88743,1
88744,0
88745,0
88746,0
88747,1
88748,0
88749,0
88750,1
88751,0
88752,0
88753,0
88754,0
88755,0
88756,0
88757,0
88758,1
88759,0
88760,0
88761,1
88762,1
88763,0
88764,0
88765,1
88766,0
88767,1
88768,0
88769,1
88770,1
88771,1
88772,1
88773,1
88774,0
88775,1
88776,0
88777,1
88778,0
88779,1
88780,0
88781,0
88782,1
88783,1
88784,1
88785,1
88786,1
88787,1
88788,1
88789,1
88791,0
88792,0
88793,1
88794,0
88795,1
88796,0
88797,1
88798,0
88799,0
88800,1
88801,1
88802,0
88803,0
88804,0
88805,1
88806,1
88807,0
88808,1
88810,1
88811,1
88812,0
88814,1
88815,0
88817,0
88818,1
88819,1
88820,0
88821,0
88823,0
88824,0
88825,1
88826,0
88827,0
88828,1
88829,0
88830,1
88831,1
88832,0
88833,1
88834,0
88836,1
88837,1
88838,1
88839,0
88840,1
88842,1
88843,1
88844,0
88845,0
88846,0
88847,0
88848,1
88849,1
88850,1
88853,0
88854,0
88855,1
88856,1
88857,0
88858,0
88859,0
88860,1
88861,1
88862,0
88863,1
88864,1
88865,0
88866,1
88867,1
88868,1
88869,1
88870,0
88871,1
88872,1
88873,1
88874,1
88875,0
88876,1
88877,0
88878,1
88879,0
88880,0
88881,1
88883,1
88884,0
88885,1
88886,1
88887,0
88888,0
88889,0
88890,1
88891,0
88892,1
88893,1
88894,0
88895,0
88896,1
88897,0
88898,0
88899,1
88900,0
88901,0
88902,1
88903,0
88904,1
88906,0
88907,1
88908,1
88909,0
88910,1
88911,0
88912,0
88913,0
88914,1
88915,0
88916,0
88917,1
88918,0
88919,1
88920,1
88921,0
88922,1
88923,1
88924,0
88925,0
88926,0
88927,1
88928,1
88929,0
88930,1
88931,0
88932,1
88934,0
88935,0
88936,0
88937,1
88938,1
88939,1
88940,0
88941,1
88942,1
88943,1
88944,0
88945,0
88946,1
88947,0
88948,0
88949,1
88950,1
88951,0
88952,0
88953,1
88954,1
88955,1
88956,1
88957,1
88958,0
88959,1
88960,0
88961,0
88962,0
88963,1
88964,1
88965,1
88966,1
88967,0
88969,0
88970,0
88971,1
88972,1
88973,1
88974,1
88975,1
88976,0
88977,0
88978,1
88979,0
88980,0
88981,0
88983,1
88984,0
88985,0
88987,0
88989,1
88990,1
88991,1
88992,1
88993,0
88994,1
88995,0
88996,1
88997,0
88998,1
88999,1
89001,1
89002,0
89003,0
89004,0
89005,1
89006,0
89007,1
89008,1
89009,0
89010,1
89011,0
89012,1
89013,0
89014,1
89015,0
89016,1
89017,1
89018,0
89019,1
89020,1
89021,0
89023,1
89024,1
89025,1
89026,1
89027,1
89028,1
89029,0
89030,0
89031,1
89032,0
89033,0
89034,0
89035,0
89036,1
89037,0
89039,0
89040,0
89041,1
89042,1
89043,1
89044,0
89045,0
89046,1
89048,1
89050,0
89051,1
89052,0
89053,0
89054,1
89055,0
89056,1
89057,0
89058,0
89059,1
89060,0
89061,0
89062,0
89063,0
89064,1
89065,1
89066,1
89067,1
89068,0
89069,1
89070,0
89072,0
89073,0
89074,1
89075,1
89076,0
89077,0
89078,0
89079,1
89080,1
89081,0
89082,1
89083,1
89084,1
89085,0
89086,1
89087,1
89088,0
89089,0
89090,0
89091,1
89092,1
89093,1
89094,0
89096,0
89097,1
89098,0
89099,1
89100,1
89101,1
89102,0
89103,1
89104,0
89105,0
89106,1
89107,0
89108,1
89109,1
89110,0
89111,1
89112,0
89113,1
89114,0
89115,1
89116,0
89117,0
89118,1
89119,0
89120,1
89121,1
89122,0
89123,1
89124,0
89125,0
89126,0
89127,0
89128,0
89130,0
89131,1
89132,0
89133,1
89135,0
89136,0
89137,0
89138,0
89139,0
89140,0
89141,0
89142,1
89143,1
89145,0
89146,0
89147,1
89148,1
89149,1
89150,1
89151,0
89152,0
89153,1
89154,0
89155,1
89156,1
89157,1
89158,1
89159,0
89160,1
89161,0
89162,0
89163,0
89164,0
89165,0
89166,0
89167,1
89168,1
89169,1
89170,0
89171,1
89172,1
89173,1
89174,0
89175,0
89177,1
89178,0
89179,0
89180,0
89181,0
89182,0
89183,1
89184,1
89185,1
89186,1
89187,1
89188,0
89189,1
89190,1
89191,0
89192,0
89193,0
89194,1
89195,0
89196,0
89197,0
89198,1
89201,1
89202,0
89203,1
89204,1
89205,1
89206,1
89207,1
89208,0
89209,1
89210,1
89211,1
89212,0
89213,0
89214,0
89215,0
89216,1
89217,0
89218,0
89219,1
89221,0
89222,1
