88430,1
88431,1
88432,0
88433,0
88434,1
88435,1
88436,1
88437,1
88438,0
88439,0
88440,1
88441,0
88442,1
88443,1
88444,1
88445,1
88446,1
88447,0
88448,1
88449,1
88450,1
88451,0
88452,1
88453,1
88454,1
88455,1
88456,1
88457,1
88458,1
88459,1
88460,1
88461,1
88462,1
88463,0
88464,1
88465,0
88466,1
88467,1
88468,1
88469,0
88470,1
88471,0
88472,1
88473,1
88474,1
88475,1
88476,1
88477,1
88478,0
88479,1
88480,1
88481,1
88482,1
88483,1
88484,1
88485,1
88486,1
88487,1
88488,1
88489,1
88490,1
88492,1
88493,1
88494,0
88495,0
88497,1
88498,1
88499,1
88500,0
88501,0
88502,0
88503,1
88504,1
88505,1
88507,1
88508,1
88509,1
88510,0
88511,1
88512,1
88513,1
88514,0
88515,1
88516,1
88517,1
88518,0
88519,1
88520,1
88521,0
88522,1
88523,1
88524,1
88526,1
88527,1
88530,1
88531,0
88532,1
88533,1
88534,1
88535,1
88536,1
88537,1
88538,1
88539,1
88540,0
88541,0
88542,0
88543,1
88544,1
88545,1
88546,1
88547,0
88548,1
88549,1
88550,0
88551,1
88552,1
88553,1
88554,1
88555,1
88556,1
88557,1
88558,1
88559,1
88560,1
88561,1
88562,1
88563,1
88564,0
88565,1
88566,0
88567,0
88568,1
88569,0
88570,1
88571,0
88572,1
88573,1
88574,1
88575,1
88576,1
88577,1
88578,1
88579,1
88580,1
88581,1
88582,0
88583,0
88584,1
88585,1
88586,1
88587,1
88588,0
88589,1
88590,1
88591,1
88592,1
88593,1
88594,0
88595,0
88596,1
88597,0
88598,1
88599,0
88600,1
88601,1
88602,1
88603,1
88604,1
88605,1
88606,1
88607,1
88608,1
88610,1
88611,0
88612,1
88613,0
88614,1
88615,1
88616,0
88617,1
88618,1
88619,0
88620,0
88621,1
88622,0
88623,0
88624,1
88625,1
88626,0
88627,0
88628,1
88629,1
88630,1
88631,1
88632,1
88633,1
88634,1
88636,1
88638,1
88639,1
88640,1
88641,1
88642,0
88643,0
88644,1
88645,0
88646,1
88647,1
88648,0
88650,0
88651,1
88652,1
88653,1
88654,1
88655,0
88656,1
88657,1
88658,1
88659,1
88660,0
88661,1
88662,1
88663,1
88664,1
88665,1
88666,1
88667,1
88668,1
88669,1
88670,0
88671,1
88672,0
88673,1
88674,1
88675,0
88676,1
88677,1
88679,0
88680,0
88681,1
88682,1
88683,1
88684,1
88685,1
88686,1
88687,1
88688,1
88689,1
88691,1
88692,1
88693,1
88694,1
88695,0
88696,1
88697,1
88698,1
88699,0
88700,0
88701,0
88702,1
88703,1
88704,0
88705,1
88706,1
88707,1
88708,1
88709,1
88710,0
88711,1
88712,1
88713,1
88714,1
88715,0
88716,0
88717,0
88718,0
88719,1
88720,0
88721,0
88722,0
88723,0
88724,0
88725,0
88726,1
88727,1
88728,1
88729,0
88730,1
88731,1
88732,1
88733,0
88734,1
88735,1
88736,1
88737,1
88738,1
88739,1
88740,0
88741,1
88742,1
88743,1
88744,1
88745,0
88746,1
88747,1
88748,1
88749,1
88750,0
88751,0
88752,1
88753,0
88754,0
88755,1
88756,0
88757,0
88758,1
88759,1
88760,0
88761,0
88762,1
88763,1
88764,0
88765,1
88766,1
88767,1
88768,1
88769,0
88770,0
88771,0
88772,1
88773,1
88774,1
88775,0
88776,1
88777,1
88778,1
88779,1
88780,1
88781,0
88782,1
88783,1
88784,0
88785,1
88786,1
88787,1
88788,1
88789,0
88791,1
88792,0
88793,1
88794,0
88795,1
88796,1
88797,1
88798,1
88799,1
88800,0
88801,1
88802,1
88803,1
88804,0
88805,1
88806,1
88807,0
88808,1
88810,1
88811,0
88812,1
88814,1
88815,1
88817,1
88818,1
88819,1
88820,0
88821,0
88823,1
88824,1
88825,1
88826,1
88827,0
88828,1
88829,1
88830,1
88831,1
88832,1
88833,0
88834,1
88836,0
88837,1
88838,1
88839,0
88840,0
88842,0
88843,1
88844,1
88845,0
88846,0
88847,0
88848,1
88849,0
88850,1
88853,1
88854,0
88855,1
88856,0
88857,0
88858,0
88859,0
88860,1
88861,1
88862,1
88863,1
88864,1
88865,0
88866,0
88867,1
88868,1
88869,1
88870,1
88871,1
88872,0
88873,1
88874,1
88875,1
88876,0
88877,1
88878,1
88879,1
88880,1
88881,1
88883,1
88884,1
88885,1
88886,1
88887,1
88888,1
88889,1
88890,1
88891,1
88892,1
88893,0
88894,1
88895,0
88896,0
88897,0
88898,1
88899,1
88900,1
88901,1
88902,1
88903,1
88904,1
88906,1
88907,0
88908,1
88909,1
88910,1
88911,1
88912,0
88913,1
88914,1
88915,1
88916,0
88917,1
88918,1
88919,1
88920,1
88921,0
88922,1
88923,0
88924,0
88925,0
88926,1
88927,1
88928,1
88929,1
88930,0
88931,0
88932,1
88934,0
88935,1
88936,0
88937,1
88938,1
88939,1
88940,1
88941,1
88942,1
88943,1
88944,0
88945,1
88946,0
88947,0
88948,1
88949,1
88950,1
88951,1
88952,1
88953,1
88954,1
88955,1
88956,1
88957,0
88958,0
88959,0
88960,1
88961,0
88962,1
88963,0
88964,0
88965,1
88966,1
88967,0
88969,0
88970,1
88971,1
88972,1
88973,1
88974,1
88975,1
88976,0
88977,1
88978,0
88979,0
88980,1
88981,0
88983,1
88984,1
88985,1
88987,1
88989,0
88990,1
88991,0
88992,1
88993,0
88994,1
88995,0
88996,1
88997,1
88998,0
88999,0
89001,0
89002,0
89003,1
89004,1
89005,1
89006,0
89007,1
89008,1
89009,1
89010,1
89011,0
89012,0
89013,0
89014,0
89015,0
89016,0
89017,1
89018,1
89019,1
89020,1
89021,1
89023,0
89024,1
89025,1
89026,0
89027,1
89028,1
89029,1
89030,0
89031,1
89032,1
89033,1
89034,1
89035,1
89036,1
89037,1
89039,0
89040,1
89041,1
89042,1
89043,1
89044,1
89045,0
89046,1
89048,1
89050,1
89051,1
89052,0
89053,0
89054,1
89055,0
89056,0
89057,1
89058,0
89059,1
89060,1
89061,1
89062,1
89063,1
89064,1
89065,1
89066,1
89067,0
89068,1
89069,1
89070,0
89072,0
89073,0
89074,0
89075,0
89076,1
89077,0
89078,1
89079,0
89080,1
89081,1
89082,1
89083,1
89084,1
89085,0
89086,0
89087,1
89088,1
89089,1
89090,1
89091,0
89092,1
89093,1
89094,0
89096,1
89097,1
89098,0
89099,0
89100,1
89101,0
89102,1
89103,0
89104,1
89105,0
89106,1
89107,0
89108,1
89109,1
89110,1
89111,1
89112,1
89113,0
89114,1
89115,0
89116,1
89117,1
89118,1
89119,0
89120,1
89121,1
89122,0
89123,1
89124,1
89125,0
89126,0
89127,0
89128,1
89130,1
89131,0
89132,1
89133,1
89135,1
89136,1
89137,0
89138,0
89139,1
89140,1
89141,0
89142,0
89143,1
89145,0
89146,1
89147,1
89148,0
89149,1
89150,1
89151,1
89152,0
89153,0
89154,1
89155,0
89156,0
89157,0
89158,1
89159,0
89160,0
89161,1
89162,0
89163,1
89164,1
89165,1
89166,1
89167,0
89168,0
89169,0
89170,0
89171,1
89172,1
89173,1
89174,0
89175,1
89177,0
89178,1
89179,1
89180,1
89181,1
89182,1
89183,0
89184,0
89185,1
89186,0
89187,0
89188,1
89189,1
89190,0
89191,0
89192,1
89193,1
89194,0
89195,0
89196,1
89197,1
89198,1
89201,1
89202,1
89203,1
89204,0
89205,1
89206,0
89207,1
89208,0
89209,1
89210,1
89211,0
89212,0
89213,0
89214,1
89215,0
89216,0
89217,1
89218,1
89219,1
89221,1
89222,0
